Date,Hour,TSO,TS1,TS2,TS3
2016-01-01,0S,13.159433775503235,14.265428361992834,17.77974677662224,17.71350790897848
2016-01-01,4H 0M 0S,14.852633775503234,15.603056361992834,18.524754776622242,18.23332030897848
2016-01-01,8H 0M 0S,16.545833775503233,16.940684361992833,19.26976277662224,18.753132708978484
2016-01-01,10H 0M 0S,17.392433775503232,17.609498361992834,19.642266776622236,19.013038908978483
2016-01-01,12H 0M 0S,18.23903377550323,18.278312361992832,20.014770776622242,19.272945108978483
2016-01-01,14H 0M 0S,17.836133775503235,17.960021361992833,19.83749477662224,19.149254808978483
2016-01-01,16H 0M 0S,16.989533775503233,17.291207361992836,19.464990776622244,18.889348608978484
2016-01-01,20H 0M 0S,15.296333775503234,15.953579361992833,18.719982776622242,18.369536208978484
2016-01-02,0S,10.659433775503235,12.290428361992836,16.679746776622242,16.946007908978483
2016-01-02,4H 0M 0S,13.448233775503235,14.493580361992835,17.90681877662224,17.802169508978483
2016-01-02,8H 0M 0S,16.237033775503235,16.696732361992837,19.13389077662224,18.658331108978484
2016-01-02,10H 0M 0S,17.631433775503233,17.798308361992834,19.74742677662224,19.08641190897848
2016-01-02,12H 0M 0S,19.025833775503234,18.899884361992832,20.36096277662224,19.514492708978484
2016-01-02,14H 0M 0S,18.362233775503235,18.375640361992836,20.06897877662224,19.310767508978486
2016-01-02,16H 0M 0S,16.967833775503234,17.274064361992835,19.45544277662224,18.882686708978483
2016-01-02,20H 0M 0S,14.179033775503234,15.070912361992836,18.228370776622242,18.026525108978483
2016-01-03,0S,10.259433775503235,11.974428361992835,16.503746776622243,16.823207908978485
2016-01-03,4H 0M 0S,12.915433775503235,14.072668361992834,17.67238677662224,17.638599908978485
2016-01-03,8H 0M 0S,15.571433775503236,16.170908361992836,18.84102677662224,18.453991908978484
2016-01-03,10H 0M 0S,16.899433775503233,17.220028361992835,19.42534677662224,18.86168790897848
2016-01-03,12H 0M 0S,18.227433775503233,18.269148361992833,20.00966677662224,19.269383908978487
2016-01-03,14H 0M 0S,17.59543377550323,17.76986836199283,19.73158677662224,19.07535990897848
2016-01-03,16H 0M 0S,16.267433775503232,16.720748361992833,19.14726677662224,18.667663908978483
2016-01-03,20H 0M 0S,13.611433775503235,14.622508361992836,17.978626776622242,17.852271908978487
2016-01-04,0S,18.259433775503233,18.294428361992832,20.02374677662224,19.27920790897848
2016-01-04,4H 0M 0S,20.085433775503233,19.718423303264625,20.77773328668036,19.778591215175403
2016-01-04,8H 0M 0S,21.911433775503234,21.27052330326463,21.87333328668036,20.700721215175406
2016-01-04,10H 0M 0S,22.824433775503234,22.04657330326463,22.42113328668036,21.161786215175407
2016-01-04,12H 0M 0S,23.737433775503234,22.822623303264628,22.968933286680357,21.6228512151754
2016-01-04,14H 0M 0S,23.302933775503234,22.453298303264628,22.708233286680358,21.4034287151754
2016-01-04,16H 0M 0S,22.38993377550323,21.677248303264626,22.16043328668036,20.942363715175407
2016-01-04,20H 0M 0S,20.563933775503234,20.125148303264627,21.06483328668036,20.020233715175404
2016-01-05,0S,11.159433775503235,12.685428361992834,16.89974677662224,17.099507908978484
2016-01-05,4H 0M 0S,13.815433775503235,14.783668361992834,18.06838677662224,17.914899908978487
2016-01-05,8H 0M 0S,16.471433775503233,16.88190836199283,19.23702677662224,18.730291908978483
2016-01-05,10H 0M 0S,17.799433775503232,17.931028361992833,19.821346776622242,19.137987908978484
2016-01-05,12H 0M 0S,19.12743377550323,18.980148361992832,20.40566677662224,19.545683908978486
2016-01-05,14H 0M 0S,18.49543377550323,18.48086836199283,20.127586776622238,19.35165990897848
2016-01-05,16H 0M 0S,17.16743377550323,17.43174836199283,19.54326677662224,18.943963908978485
2016-01-05,20H 0M 0S,14.511433775503233,15.333508361992834,18.37462677662224,18.128571908978483
2016-01-06,0S,8.859433775503234,10.868428361992834,15.88774677662224,16.39340790897848
2016-01-06,4H 0M 0S,10.984233775503235,12.547020361992836,16.82265877662224,17.04572150897848
2016-01-06,8H 0M 0S,13.109033775503233,14.225612361992834,17.75757077662224,17.69803510897848
2016-01-06,10H 0M 0S,14.171433775503235,15.064908361992835,18.225026776622244,18.024191908978484
2016-01-06,12H 0M 0S,15.233833775503234,15.904204361992836,18.692482776622242,18.350348708978487
2016-01-06,14H 0M 0S,14.728233775503234,15.504780361992836,18.470018776622243,18.195129508978482
2016-01-06,16H 0M 0S,13.665833775503234,14.665484361992835,18.002562776622238,17.868972708978482
2016-01-06,20H 0M 0S,11.541033775503234,12.986892361992833,17.06765077662224,17.216659108978483
2016-01-07,0S,13.359433775503234,14.423428361992835,17.86774677662224,17.774907908978484
2016-01-07,4H 0M 0S,15.816233775503234,16.364300361992832,18.948738776622243,18.529145508978484
2016-01-07,8H 0M 0S,18.273033775503233,18.305172361992835,20.02973077662224,19.283383108978487
2016-01-07,10H 0M 0S,19.501433775503234,19.275608361992834,20.57022677662224,19.66050190897848
2016-01-07,12H 0M 0S,20.72983377550323,20.266163303264626,21.16437328668036,20.104013215175403
2016-01-07,14H 0M 0S,20.145233775503232,19.769253303264627,20.813613286680358,19.808790215175407
2016-01-07,16H 0M 0S,18.916833775503232,18.813774361992834,20.31300277662224,19.481029708978486
2016-01-07,20H 0M 0S,16.46003377550323,16.872902361992832,19.23201077662224,18.726792108978486
2016-01-08,0S,16.559433775503233,16.951428361992832,19.275746776622242,18.757307908978486
2016-01-08,4H 0M 0S,18.485033775503233,18.472652361992832,20.12301077662224,19.348467108978483
2016-01-08,8H 0M 0S,20.410633775503236,19.99484330326463,20.972853286680362,19.94281721517541
2016-01-08,10H 0M 0S,21.373433775503234,20.81322330326463,21.55053328668036,20.429031215175403
2016-01-08,12H 0M 0S,22.336233775503235,21.63160330326463,22.12821328668036,20.915245215175403
2016-01-08,14H 0M 0S,21.878033775503233,21.242133303264627,21.85329328668036,20.683854215175405
2016-01-08,16H 0M 0S,20.915233775503232,20.423753303264625,21.275613286680358,20.197640215175408
2016-01-08,20H 0M 0S,18.989633775503233,18.871286361992833,20.34503477662224,19.50337930897848
2016-01-09,0S,15.259433775503235,15.924428361992835,18.703746776622243,18.358207908978482
2016-01-09,4H 0M 0S,17.716233775503234,17.865300361992833,19.784738776622245,19.112445508978485
2016-01-09,8H 0M 0S,20.17303377550323,19.792883303264627,20.830293286680355,19.822829215175403
2016-01-09,10H 0M 0S,21.401433775503232,20.837023303264626,21.567333286680356,20.443171215175404
2016-01-09,12H 0M 0S,22.62983377550323,21.88116330326462,22.304373286680352,21.0635132151754
2016-01-09,14H 0M 0S,22.04523377550323,21.384253303264625,21.953613286680355,20.7682902151754
2016-01-09,16H 0M 0S,20.81683377550323,20.340113303264626,21.216573286680354,20.1479482151754
2016-01-09,20H 0M 0S,18.360033775503233,18.373902361992833,20.06801077662224,19.310092108978484
2016-01-10,0S,15.059433775503235,15.766428361992837,18.615746776622238,18.296807908978483
2016-01-10,4H 0M 0S,16.785833775503235,17.130284361992835,19.375362776622243,18.826812708978487
2016-01-10,8H 0M 0S,18.512233775503233,18.494140361992834,20.13497877662224,19.356817508978484
2016-01-10,10H 0M 0S,19.375433775503232,19.176068361992833,20.514786776622238,19.621819908978484
2016-01-10,12H 0M 0S,20.23863377550323,19.848643303264623,20.869653286680354,19.8559572151754
2016-01-10,14H 0M 0S,19.827833775503233,19.533464361992834,20.71384277662224,19.760706708978482
2016-01-10,16H 0M 0S,18.964633775503234,18.851536361992835,20.33403477662224,19.495704308978482
2016-01-10,20H 0M 0S,17.238233775503232,17.487680361992833,19.57441877662224,18.965699508978485
2016-01-11,0S,13.559433775503235,14.581428361992835,17.95574677662224,17.836307908978483
2016-01-11,4H 0M 0S,15.418633775503235,16.050196361992835,18.773794776622243,18.407082308978485
2016-01-11,8H 0M 0S,17.277833775503233,17.518964361992833,19.59184277662224,18.977856708978482
2016-01-11,10H 0M 0S,18.207433775503233,18.253348361992835,20.00086677662224,19.263243908978485
2016-01-11,12H 0M 0S,19.13703377550323,18.987732361992833,20.409890776622237,19.548631108978483
2016-01-11,14H 0M 0S,18.69463377550323,18.63823636199283,20.21523477662224,19.412814308978483
2016-01-11,16H 0M 0S,17.765033775503234,17.903852361992833,19.806210776622244,19.127427108978488
2016-01-11,20H 0M 0S,15.905833775503234,16.435084361992836,18.98816277662224,18.556652708978483
2016-01-12,0S,10.159433775503235,11.895428361992835,16.459746776622243,16.792507908978482
2016-01-12,4H 0M 0S,12.815433775503235,13.993668361992835,17.628386776622243,17.607899908978485
2016-01-12,8H 0M 0S,15.471433775503234,16.091908361992836,18.797026776622243,18.423291908978484
2016-01-12,10H 0M 0S,16.799433775503232,17.14102836199283,19.38134677662224,18.830987908978486
2016-01-12,12H 0M 0S,18.12743377550323,18.190148361992833,19.96566677662224,19.238683908978484
2016-01-12,14H 0M 0S,17.49543377550323,17.690868361992834,19.68758677662224,19.044659908978485
2016-01-12,16H 0M 0S,16.16743377550323,16.641748361992832,19.103266776622238,18.63696390897848
2016-01-12,20H 0M 0S,13.511433775503233,14.543508361992835,17.934626776622242,17.821571908978484
2016-01-13,0S,7.759433775503234,9.999428361992834,15.403746776622242,16.055707908978484
2016-01-13,4H 0M 0S,10.880233775503234,12.464860361992834,16.77689877662224,17.01379350897848
2016-01-13,8H 0M 0S,14.001033775503233,14.930292361992834,18.15005077662224,17.971879108978484
2016-01-13,10H 0M 0S,15.561433775503234,16.163008361992834,18.83662677662224,18.450921908978483
2016-01-13,12H 0M 0S,17.121833775503234,17.395724361992833,19.52320277662224,18.92996470897849
2016-01-13,14H 0M 0S,16.37923377550323,16.80907036199283,19.196458776622237,18.701986508978482
2016-01-13,16H 0M 0S,14.818833775503235,15.576354361992834,18.50988277662224,18.22294370897848
2016-01-13,20H 0M 0S,11.698033775503234,13.110922361992834,17.136730776622244,17.264858108978483
2016-01-14,0S,8.959433775503234,10.947428361992834,15.93174677662224,16.424107908978485
2016-01-14,4H 0M 0S,12.545033775503233,13.780052361992833,17.50941077662224,17.524887108978483
2016-01-14,8H 0M 0S,16.130633775503235,16.612676361992836,19.08707477662224,18.625666308978484
2016-01-14,10H 0M 0S,17.923433775503234,18.028988361992834,19.87590677662224,19.176055908978483
2016-01-14,12H 0M 0S,19.716233775503234,19.445300361992835,20.66473877662224,19.726445508978482
2016-01-14,14H 0M 0S,18.863033775503233,18.771272361992835,20.289330776622243,19.464513108978487
2016-01-14,16H 0M 0S,17.070233775503233,17.354960361992834,19.50049877662224,18.91412350897848
2016-01-14,20H 0M 0S,13.484633775503234,14.522336361992833,17.922834776622242,17.813344308978486
2016-01-15,0S,10.159433775503235,11.895428361992835,16.459746776622243,16.792507908978482
2016-01-15,4H 0M 0S,12.749033775503234,13.941212361992836,17.599170776622238,17.587515108978483
2016-01-15,8H 0M 0S,15.338633775503235,15.986996361992837,18.738594776622243,18.382522308978483
2016-01-15,10H 0M 0S,16.63343377550323,17.009888361992832,19.30830677662224,18.780025908978484
2016-01-15,12H 0M 0S,17.92823377550323,18.03278036199283,19.878018776622238,19.17752950897848
2016-01-15,14H 0M 0S,17.31203377550323,17.54598236199283,19.60689077662224,18.98835610897848
2016-01-15,16H 0M 0S,16.017233775503236,16.523090361992836,19.03717877662224,18.590852508978482
2016-01-15,20H 0M 0S,13.427633775503233,14.477306361992834,17.897754776622243,17.795845308978485
2016-01-16,0S,7.259433775503234,9.604428361992834,15.183746776622243,15.902207908978484
2016-01-16,4H 0M 0S,9.915433775503235,11.702668361992835,16.352386776622243,16.717599908978485
2016-01-16,8H 0M 0S,12.571433775503236,13.800908361992835,17.521026776622243,17.532991908978484
2016-01-16,10H 0M 0S,13.899433775503235,14.850028361992834,18.10534677662224,17.940687908978486
2016-01-16,12H 0M 0S,15.227433775503235,15.899148361992836,18.689666776622243,18.348383908978487
2016-01-16,14H 0M 0S,14.595433775503235,15.399868361992834,18.41158677662224,18.154359908978485
2016-01-16,16H 0M 0S,13.267433775503234,14.350748361992835,17.827266776622242,17.746663908978483
2016-01-16,20H 0M 0S,10.611433775503235,12.252508361992835,16.658626776622242,16.931271908978484
2016-01-17,0S,3.0594337755032344,6.286428361992835,13.335746776622242,14.612807908978485
2016-01-17,4H 0M 0S,7.242633775503234,9.591156361992834,15.176354776622242,15.897050308978484
2016-01-17,8H 0M 0S,11.425833775503234,12.895884361992834,17.01696277662224,17.181292708978482
2016-01-17,10H 0M 0S,13.517433775503237,14.548248361992837,17.93726677662224,17.823413908978484
2016-01-17,12H 0M 0S,15.609033775503237,16.200612361992835,18.857570776622243,18.465535108978486
2016-01-17,14H 0M 0S,14.613633775503237,15.414246361992838,18.419594776622244,18.159947308978488
2016-01-17,16H 0M 0S,12.522033775503237,13.761882361992836,17.499290776622242,17.517826108978486
2016-01-17,20H 0M 0S,8.338833775503234,10.457154361992835,15.658682776622241,16.233583708978486
2016-01-18,0S,6.0594337755032335,8.656428361992834,14.655746776622241,15.533807908978483
2016-01-18,4H 0M 0S,10.441833775503234,12.118524361992835,16.584002776622242,16.879204708978484
2016-01-18,8H 0M 0S,14.824233775503233,15.580620361992834,18.51225877662224,18.224601508978484
2016-01-18,10H 0M 0S,17.015433775503233,17.311668361992833,19.47638677662224,18.897299908978486
2016-01-18,12H 0M 0S,19.20663377550323,19.042716361992834,20.44051477662224,19.56999830897848
2016-01-18,14H 0M 0S,18.16383377550323,18.218904361992834,19.981682776622236,19.249858708978483
2016-01-18,16H 0M 0S,15.972633775503235,16.487856361992836,19.01755477662224,18.577160308978485
2016-01-18,20H 0M 0S,11.590233775503233,13.025760361992834,17.08929877662224,17.231763508978485
2016-01-19,0S,6.759433775503234,9.209428361992835,14.96374677662224,15.748707908978483
2016-01-19,4H 0M 0S,10.345033775503234,12.042052361992834,16.54141077662224,16.849487108978483
2016-01-19,8H 0M 0S,13.930633775503235,14.874676361992837,18.11907477662224,17.950266308978485
2016-01-19,10H 0M 0S,15.723433775503237,16.290988361992838,18.90790677662224,18.500655908978484
2016-01-19,12H 0M 0S,17.51623377550323,17.707300361992832,19.69673877662224,19.051045508978483
2016-01-19,14H 0M 0S,16.663033775503234,17.033272361992836,19.32133077662224,18.789113108978484
2016-01-19,16H 0M 0S,14.870233775503236,15.616960361992835,18.53249877662224,18.238723508978488
2016-01-19,20H 0M 0S,11.284633775503234,12.784336361992835,16.954834776622242,17.137944308978483
2016-01-20,0S,7.959433775503234,10.157428361992835,15.491746776622241,16.117107908978486
2016-01-20,4H 0M 0S,11.013833775503235,12.570404361992836,16.835682776622242,17.054808708978488
2016-01-20,8H 0M 0S,14.068233775503234,14.983380361992836,18.17961877662224,17.992509508978483
2016-01-20,10H 0M 0S,15.595433775503235,16.189868361992836,18.85158677662224,18.461359908978483
2016-01-20,12H 0M 0S,17.122633775503232,17.396356361992833,19.523554776622237,18.93021030897848
2016-01-20,14H 0M 0S,16.39583377550323,16.822184361992832,19.203762776622238,18.70708270897848
2016-01-20,16H 0M 0S,14.868633775503234,15.615696361992836,18.531794776622238,18.238232308978482
2016-01-20,20H 0M 0S,11.814233775503235,13.202720361992835,17.18785877662224,17.300531508978484
2016-01-21,0S,7.159433775503234,9.525428361992835,15.139746776622243,15.871507908978485
2016-01-21,4H 0M 0S,10.579033775503236,12.226912361992836,16.644370776622242,16.921325108978486
2016-01-21,8H 0M 0S,13.998633775503235,14.928396361992835,18.148994776622242,17.971142308978482
2016-01-21,10H 0M 0S,15.708433775503234,16.279138361992835,18.901306776622242,18.496050908978482
2016-01-21,12H 0M 0S,17.418233775503232,17.629880361992832,19.65361877662224,19.020959508978482
2016-01-21,14H 0M 0S,16.604533775503235,16.987057361992836,19.29559077662224,18.771153608978484
2016-01-21,16H 0M 0S,14.894733775503235,15.636315361992835,18.54327877662224,18.246245008978484
2016-01-21,20H 0M 0S,11.475133775503233,12.934831361992833,17.038654776622238,17.196427808978484
2016-01-22,0S,7.659433775503234,9.920428361992833,15.35974677662224,16.025007908978484
2016-01-22,4H 0M 0S,11.112233775503235,12.648140361992835,16.87897877662224,17.085017508978485
2016-01-22,8H 0M 0S,14.565033775503236,15.375852361992836,18.398210776622243,18.145027108978486
2016-01-22,10H 0M 0S,16.291433775503236,16.739708361992836,19.15782677662224,18.675031908978482
2016-01-22,12H 0M 0S,18.017833775503235,18.103564361992834,19.91744277662224,19.205036708978483
2016-01-22,14H 0M 0S,17.196233775503234,17.454500361992835,19.555938776622238,18.952805508978482
2016-01-22,16H 0M 0S,15.469833775503234,16.090644361992837,18.79632277662224,18.422800708978485
2016-01-22,20H 0M 0S,12.017033775503235,13.362932361992836,17.277090776622238,17.36279110897848
2016-01-23,0S,9.359433775503234,11.263428361992835,16.107746776622243,16.546907908978486
2016-01-23,4H 0M 0S,12.513433775503236,13.755088361992836,17.495506776622243,17.515185908978488
2016-01-23,8H 0M 0S,15.667433775503236,16.246748361992836,18.88326677662224,18.483463908978482
2016-01-23,10H 0M 0S,17.244433775503236,17.492578361992834,19.577146776622243,18.967602908978485
2016-01-23,12H 0M 0S,18.821433775503234,18.738408361992835,20.271026776622243,19.451741908978484
2016-01-23,14H 0M 0S,18.070933775503235,18.145513361992833,19.940806776622242,19.221338408978486
2016-01-23,16H 0M 0S,16.493933775503233,16.899683361992835,19.246926776622242,18.73719940897848
2016-01-23,20H 0M 0S,13.339933775503235,14.408023361992836,17.859166776622242,17.768921408978485
2016-01-24,0S,8.459433775503234,10.552428361992835,15.711746776622242,16.270607908978487
2016-01-24,4H 0M 0S,10.883033775503234,12.467072361992834,16.77813077662224,17.014653108978482
2016-01-24,8H 0M 0S,13.306633775503235,14.381716361992833,17.84451477662224,17.758698308978484
2016-01-24,10H 0M 0S,14.518433775503235,15.339038361992836,18.37770677662224,18.130720908978482
2016-01-24,12H 0M 0S,15.730233775503235,16.296360361992836,18.910898776622243,18.502743508978483
2016-01-24,14H 0M 0S,15.153533775503234,15.840767361992835,18.657150776622238,18.325696608978483
2016-01-24,16H 0M 0S,13.941733775503234,14.883445361992834,18.12395877662224,17.95367400897848
2016-01-24,20H 0M 0S,11.518133775503234,12.968801361992835,17.057574776622243,17.209628808978486
2016-01-25,0S,10.509433775503235,12.171928361992835,16.613746776622243,16.899957908978482
2016-01-25,4H 0M 0S,12.418433775503235,13.680038361992835,17.45370677662224,17.486020908978485
2016-01-25,8H 0M 0S,14.327433775503234,15.188148361992834,18.29366677662224,18.07208390897848
2016-01-25,10H 0M 0S,15.281933775503235,15.942203361992835,18.71364677662224,18.365115408978482
2016-01-25,12H 0M 0S,16.236433775503233,16.696258361992832,19.13362677662224,18.658146908978484
2016-01-25,14H 0M 0S,15.782183775503235,16.337400861992833,18.93375677662224,18.51869215897848
2016-01-25,16H 0M 0S,14.827683775503234,15.583345861992836,18.51377677662224,18.225660658978484
2016-01-25,20H 0M 0S,12.918683775503235,14.075235861992834,17.67381677662224,17.639597658978484
2016-01-26,0S,12.559433775503235,13.791428361992836,17.51574677662224,17.529307908978485
2016-01-26,4H 0M 0S,13.953833775503234,14.893004361992833,18.12928277662224,17.957388708978485
2016-01-26,8H 0M 0S,15.348233775503235,15.994580361992835,18.742818776622244,18.38546950897849
2016-01-26,10H 0M 0S,16.045433775503238,16.545368361992836,19.049586776622238,18.599509908978483
2016-01-26,12H 0M 0S,16.742633775503233,17.096156361992833,19.35635477662224,18.813550308978485
2016-01-26,14H 0M 0S,16.41083377550323,16.83403436199283,19.210362776622237,18.71168770897848
2016-01-26,16H 0M 0S,15.713633775503235,16.283246361992834,18.903594776622242,18.497647308978483
2016-01-26,20H 0M 0S,14.319233775503234,15.181670361992833,18.29005877662224,18.069566508978482
2016-01-27,0S,12.159433775503235,13.475428361992837,17.339746776622242,17.406507908978483
2016-01-27,4H 0M 0S,14.251033775503235,15.127792361992835,18.26005077662224,18.04862910897848
2016-01-27,8H 0M 0S,16.34263377550323,16.78015636199283,19.180354776622238,18.69075030897848
2016-01-27,10H 0M 0S,17.38843377550323,17.606338361992833,19.640506776622242,19.011810908978482
2016-01-27,12H 0M 0S,18.43423377550323,18.432520361992832,20.100658776622243,19.33287150897848
2016-01-27,14H 0M 0S,17.936533775503232,18.039337361992832,19.88167077662224,19.180077608978483
2016-01-27,16H 0M 0S,16.890733775503232,17.213155361992833,19.42151877662224,18.859017008978483
2016-01-27,20H 0M 0S,14.799133775503234,15.560791361992834,18.50121477662224,18.21689580897848
2016-01-28,0S,9.559433775503235,11.421428361992835,16.195746776622244,16.608307908978485
2016-01-28,4H 0M 0S,13.211433775503236,14.306508361992837,17.802626776622244,17.729471908978486
2016-01-28,8H 0M 0S,16.863433775503232,17.19158836199283,19.40950677662224,18.850635908978482
2016-01-28,10H 0M 0S,18.689433775503232,18.634128361992833,20.212946776622243,19.411217908978486
2016-01-28,12H 0M 0S,20.515433775503233,20.083923303264626,21.035733286680358,19.995741215175407
2016-01-28,14H 0M 0S,19.646433775503233,19.39015836199283,20.63402677662224,19.705016908978482
2016-01-28,16H 0M 0S,17.820433775503233,17.947618361992834,19.830586776622244,19.144434908978482
2016-01-28,20H 0M 0S,14.168433775503233,15.062538361992836,18.22370677662224,18.023270908978482
2016-01-29,0S,11.959433775503234,13.317428361992835,17.25174677662224,17.345107908978484
2016-01-29,4H 0M 0S,12.922233775503233,14.078040361992834,17.675378776622242,17.640687508978484
2016-01-29,8H 0M 0S,13.885033775503235,14.838652361992835,18.09901077662224,17.936267108978484
2016-01-29,10H 0M 0S,14.366433775503234,15.218958361992836,18.310826776622243,18.084056908978482
2016-01-29,12H 0M 0S,14.847833775503235,15.599264361992836,18.52264277662224,18.231846708978484
2016-01-29,14H 0M 0S,14.618733775503234,15.418275361992833,18.421838776622238,18.16151300897848
2016-01-29,16H 0M 0S,14.137333775503235,15.037969361992836,18.210022776622242,18.013723208978483
2016-01-29,20H 0M 0S,13.174533775503233,14.277357361992834,17.78639077662224,17.718143608978483
2016-01-30,0S,8.759433775503235,10.789428361992837,15.843746776622243,16.362707908978486
2016-01-30,4H 0M 0S,12.942633775503234,14.094156361992834,17.68435477662224,17.646950308978482
2016-01-30,8H 0M 0S,17.12583377550323,17.39888436199283,19.52496277662224,18.931192708978482
2016-01-30,10H 0M 0S,19.217433775503235,19.051248361992833,20.44526677662224,19.573313908978484
2016-01-30,12H 0M 0S,21.309033775503234,20.75848330326463,21.511893286680362,20.396509215175403
2016-01-30,14H 0M 0S,20.313633775503234,19.91239330326463,20.914653286680355,19.8938322151754
2016-01-30,16H 0M 0S,18.222033775503235,18.264882361992836,20.007290776622245,19.267726108978483
2016-01-30,20H 0M 0S,14.038833775503234,14.960154361992835,18.166682776622242,17.983483708978483
2016-01-31,0S,11.759433775503235,13.159428361992836,17.16374677662224,17.28370790897848
2016-01-31,4H 0M 0S,15.643833775503234,16.228104361992834,18.872882776622237,18.476218708978482
2016-01-31,8H 0M 0S,19.52823377550323,19.29678036199283,20.582018776622238,19.668729508978483
2016-01-31,10H 0M 0S,21.47043377550323,20.895673303264626,21.60873328668036,20.478016215175405
2016-01-31,12H 0M 0S,23.41263377550323,22.546543303264627,22.774053286680356,21.458827215175408
2016-01-31,14H 0M 0S,22.488333775503232,21.760888303264625,22.21947328668036,20.992055715175404
2016-01-31,16H 0M 0S,20.546133775503232,20.110018303264628,21.05415328668036,20.011244715175405
2016-01-31,20H 0M 0S,16.66173377550323,17.032245361992832,19.320758776622238,18.78871400897848
2016-02-01,0S,11.459433775503234,12.922428361992836,17.031746776622242,17.191607908978483
2016-02-01,4H 0M 0S,15.045033775503233,15.755052361992835,18.60941077662224,18.292387108978485
2016-02-01,8H 0M 0S,18.630633775503235,18.587676361992834,20.18707477662224,19.393166308978483
2016-02-01,10H 0M 0S,20.423433775503234,20.005723303264627,20.98053328668036,19.949281215175407
2016-02-01,12H 0M 0S,22.216233775503234,21.52960330326463,22.05621328668036,20.854645215175406
2016-02-01,14H 0M 0S,21.363033775503233,20.80438330326463,21.544293286680357,20.423779215175404
2016-02-01,16H 0M 0S,19.570233775503233,19.329960361992832,20.60049877662224,19.68162350897848
2016-02-01,20H 0M 0S,15.984633775503234,16.497336361992833,19.02283477662224,18.580844308978484
2016-02-02,0S,9.259433775503235,11.184428361992834,16.063746776622242,16.516207908978483
2016-02-02,4H 0M 0S,12.546233775503234,13.781000361992835,17.50993877662224,17.525255508978482
2016-02-02,8H 0M 0S,15.833033775503234,16.377572361992836,18.956130776622242,18.534303108978488
2016-02-02,10H 0M 0S,17.47643377550323,17.675858361992834,19.67922677662224,19.038826908978486
2016-02-02,12H 0M 0S,19.11983377550323,18.97414436199283,20.40232277662224,19.543350708978483
